workId,state,state_hi,district,district_hi,location,location_hi,category,category_hi,estimated_cost,status,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency
2091,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Normal/Others,Normal/Others,700000,Recommended,Recommended,2026-06-23T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Proposals for 25 solar lights at vaddadi village of Butchayyapeta mandal AKP dt,Proposals for 25 solar lights at vaddadi village of Butchayyapeta mandal AKP dt,,Gumma Thanuja Rani,,ARAKU
242171,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,1130266,Recommended,Recommended,2025-10-14T00:00:00.000Z,2025,Lok Sabha,18,0,True,765456,1,"Widening of culvert with protection wall and repair of CC road with covering slab from Ramesh House to Gandhi House,","Widening of culvert with protection wall and repair of CC road with covering slab from Ramesh House to Gandhi House,",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1409,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,450000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Internal CC Road from Kuncham Srinivasulu House to Alakunta Venkata Subbamma House at Vadde Colony of H. Kothapalli GP of Rajampet Mandal.,Providing Internal CC Road from Kuncham Srinivasulu House to Alakunta Venkata Subbamma House at Vadde Colony of H. Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI
298462,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,5360046,Recommended,Recommended,2026-07-24T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Extension of retaining wall and CC approach hand railling at Seashore road near Ayyappa temple South Point Sri Vijayapuram,Extension of retaining wall and CC approach hand railling at Seashore road near Ayyappa temple South Point Sri Vijayapuram,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1411,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Internal CC Road from Choppa Narasa Reddy House to Meda Raghava Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,Providing Internal CC Road from Choppa Narasa Reddy House to Meda Raghava Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI
188526,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),Normal/Others,Normal/Others,2096539,Recommended,Recommended,2025-04-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Culvert near Bejoli Maiti house at Ward No.1, Madhupur Gram Panchayat, Diglipur","Construction of Culvert near Bejoli Maiti house at Ward No.1, Madhupur Gram Panchayat, Diglipur",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1416,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Repair and Renovation,Repair and Renovation,2500000,Recommended,Recommended,2025-07-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district","Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district",,B K PARTHASARATHI,,HINDUPUR
830,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2024-09-09T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.","Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.",,Putta Mahesh Kumar,,ELURU
1429,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing RO Plant in Janga Vandla Palli Village and GP,Providing RO Plant in Janga Vandla Palli Village and GP,,Midhun Reddy,,RAJAMPET
260449,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Purchase of Mahindra 575 DI XP Plus Tractor with cultivator allied attachments to Laxminagar GP Campbell Bay.,Purchase of Mahindra 575 DI XP Plus Tractor with cultivator allied attachments to Laxminagar GP Campbell Bay.,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1431,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,,Midhun Reddy,,RAJAMPET
898,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,288926,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of CC road from Ramulavari Gudi to Jandaman in A.Puthanavari Palli (V), Anantha samudram G.P.in Pullampeta Mandal.","Construction of CC road from Ramulavari Gudi to Jandaman in A.Puthanavari Palli (V), Anantha samudram G.P.in Pullampeta Mandal.",,Maddila Gurumoorthy,,TIRUPATI
1490,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-08-07T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,construction of cc road from nh16 road to kallepali venkataraju site of konthamuru,construction of cc road from nh16 road to kallepali venkataraju site of konthamuru,,Gumma Thanuja Rani,,ARAKU
1488,Andhra Pradesh,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-08-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Compound wall to Community hall at 14th ward, Hindupur","Construction of Compound wall to Community hall at 14th ward, Hindupur",,AMBICA G LAKSHMINARAYANA VALMIKI,,ANANTAPUR
900,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,399479,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of CC road from Raju house to Sivalayam in Pullampeta G.P.& Mandal.,Construction of CC road from Raju house to Sivalayam in Pullampeta G.P.& Mandal.,,Maddila Gurumoorthy,,TIRUPATI
1699,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-10-14T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Compound wall to Yogoda Satsanga Society of India Dhyana Kendram, Nalanda Nagar, Thummalagunta G.P","Construction of Compound wall to Yogoda Satsanga Society of India Dhyana Kendram, Nalanda Nagar, Thummalagunta G.P",,Midhun Reddy,,RAJAMPET
260510,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,3000000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"RCC retaining wall and motorable road from existing black road to Shri Yadav Rao house at Garacharma, Ward No.24","RCC retaining wall and motorable road from existing black road to Shri Yadav Rao house at Garacharma, Ward No.24",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1718,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2025-10-20T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Community Hall in Kanaganapalle Village and Mandal,Construction of Community Hall in Kanaganapalle Village and Mandal,,Lavu Sri Krishna Devarayalu,,NARASARAOPET
902,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,389748,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of Ramulavari Gudi to R& B Road A.Oedipally (V) Anantha Samudram G.P.in Pullampeta Mandal.,Construction of Ramulavari Gudi to R& B Road A.Oedipally (V) Anantha Samudram G.P.in Pullampeta Mandal.,,Maddila Gurumoorthy,,TIRUPATI
1739,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Try Motorised BMR Group Battery Scooter to Revelli Koyyavenketeswarlu, Kallur Village and GP","Providing Try Motorised BMR Group Battery Scooter to Revelli Koyyavenketeswarlu, Kallur Village and GP",,Midhun Reddy,,RAJAMPET
212474,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,2756289,Recommended,Recommended,2025-06-25T00:00:00.000Z,2025,Lok Sabha,18,0,True,2288461,1,Con. of  black top road between main road near Govind Dutta House to Satsang Kendra for a length of 120 mtrs. Sub-work Con. of  Cement road for 120 mtrs.,Con. of  black top road between main road near Govind Dutta House to Satsang Kendra for a length of 120 mtrs. Sub-work Con. of  Cement road for 120 mtrs.,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1785,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Normal/Others,Normal/Others,1000000,Recommended,Recommended,2025-12-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of additional rooms and halls in the existing public building Veterinary Hospital building,Construction of additional rooms and halls in the existing public building Veterinary Hospital building,,Putta Mahesh Kumar,,ELURU
932,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-09T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"providing CC Road alongwith drains from Lakshmi Reddy to Krishna Reddy house, Guttapadu Village of Orvakal Mandal.","providing CC Road alongwith drains from Lakshmi Reddy to Krishna Reddy house, Guttapadu Village of Orvakal Mandal.",,DR BYREDDY SHABARI,,NANDYAL
1812,Andhra Pradesh,Andhra Pradesh,SRIKAKULAM,SRIKAKULAM,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,1220000,Recommended,Recommended,2025-12-13T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Erection of 33KV Line with spun poles of 500 mtrs line in Puliputti village and GP Limits of Seethampeta mandal, Parvathipuram, Manyam District","Providing Erection of 33KV Line with spun poles of 500 mtrs line in Puliputti village and GP Limits of Seethampeta mandal, Parvathipuram, Manyam District",,Kinjarapu Ram Mohan Naidu,,SRIKAKULAM
260512,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,4000000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Raising of wall over existing wall 35 meters length with 80 cms height and extension of shed for 06 mtrs at Dhobhighat for community purpose.,Raising of wall over existing wall 35 meters length with 80 cms height and extension of shed for 06 mtrs at Dhobhighat for community purpose.,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1836,Andhra Pradesh,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-01-04T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing of Computers for development of Labaratory towards utilisation to Data Science Students in Y.N.College(Autonomous) Narsapur of West Godavari District,Providing of Computers for development of Labaratory towards utilisation to Data Science Students in Y.N.College(Autonomous) Narsapur of West Godavari District,,Appalanaidu Kalisetti,,VIZIANAGARAM
962,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Repair and Renovation,Repair and Renovation,500000,Recommended,Recommended,2024-12-15T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Repairs to the sluice of Appala Reddy Cheruvu in Palakolanu Village, Orvakal Mandal. The proposed work includes restoration and strengthening of the sluice structure to ensure proper water flow management, prevent leakage, and enhance the irrigation potential of the tank, benefiting the local agricultural community.","Repairs to the sluice of Appala Reddy Cheruvu in Palakolanu Village, Orvakal Mandal. The proposed work includes restoration and strengthening of the sluice structure to ensure proper water flow management, prevent leakage, and enhance the irrigation potential of the tank, benefiting the local agricultural community.",,DR BYREDDY SHABARI,,NANDYAL
1844,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-01-07T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing CC Road and Side Drainage from Chakali Yaganti to Gopalamma House and Adjoining Streets at Uyyalawada Village, Orvakal Mandal, Kurnool District.","Providing CC Road and Side Drainage from Chakali Yaganti to Gopalamma House and Adjoining Streets at Uyyalawada Village, Orvakal Mandal, Kurnool District.",,DR BYREDDY SHABARI,,NANDYAL
183102,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Trust and Society,Trust and Society,4992971,Recommended,Recommended,2025-03-18T00:00:00.000Z,2025,Lok Sabha,18,0,True,2232133,1,"Con. Bore well with water tank (60000 Ltr capacity), boundary wall with gate, parking space, toilets with bathroom, drainage system, rain harvesting system at Sri Guruji Community Centre, Dollygunj","Con. Bore well with water tank (60000 Ltr capacity), boundary wall with gate, parking space, toilets with bathroom, drainage system, rain harvesting system at Sri Guruji Community Centre, Dollygunj",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1846,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2026-01-08T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing CC road with one side drain from Pratti Mariyadas house to Erramsetti Srinivas site in Mutluru village of Vatticherukur Mandal in Guntur District,Providing CC road with one side drain from Pratti Mariyadas house to Erramsetti Srinivas site in Mutluru village of Vatticherukur Mandal in Guntur District,,Balashowry Vallabbhaneni,,MACHILIPATNAM
1155,Andhra Pradesh,Andhra Pradesh,AMALAPURAM,AMALAPURAM,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Repair and Renovation,Repair and Renovation,2000000,Recommended,Recommended,2025-03-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Repairs and improvements to the Rope way bridge across Athreya Paya in Korangi (V) of Tallarevu (M),Repairs and improvements to the Rope way bridge across Athreya Paya in Korangi (V) of Tallarevu (M),,GM Harish Balayogi,,AMALAPURAM
1889,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2026-02-11T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing RO Water Plant Near Anjeramma Kanuma Temple, SV Puram Viilage and GP","Providing RO Water Plant Near Anjeramma Kanuma Temple, SV Puram Viilage and GP",,Midhun Reddy,,RAJAMPET
260541,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,200000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Pre-fabricated bus stop shelter with seating facilities at Loha Barrack near ShriAmul Joydhar house Wandoor,Pre-fabricated bus stop shelter with seating facilities at Loha Barrack near ShriAmul Joydhar house Wandoor,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1920,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-02-27T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Internal CC Road at Matherimitta BC Colony  in Matherimitta G.P,Internal CC Road at Matherimitta BC Colony  in Matherimitta G.P,,Midhun Reddy,,RAJAMPET
1199,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-03-25T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of CC drainage at M.Mallavaram village, Gokavaram Mandal","Construction of CC drainage at M.Mallavaram village, Gokavaram Mandal",,Gumma Thanuja Rani,,ARAKU
1922,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-02-28T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Construction of Compound wall to Burial Ground in Seethapuram Village and GP,Construction of Compound wall to Burial Ground in Seethapuram Village and GP,,Midhun Reddy,,RAJAMPET
